"","LENGTH","WEIGHT","ABUNDANCE","YEAR","SEASON","SURVEY","SURVEY_INITIAL","Age"
"1611",14,6.8,1,2002,"Summer","DredgeDat","D",1
"1612",13.5,7.5,2,2002,"Summer","DredgeDat","D",1
"1613",7.5,1.3,1,2003,"Summer","DredgeDat","D",1
"1614",8,1.3,1,2003,"Summer","DredgeDat","D",1
"1615",8,1.4,1,2003,"Summer","DredgeDat","D",1
"1616",8,1.5,1,2003,"Summer","DredgeDat","D",1
"1617",8.5,1.5,1,2003,"Summer","DredgeDat","D",1
"1618",8,1.6,1,2003,"Summer","DredgeDat","D",1
"1619",8.5,1.6,2,2003,"Summer","DredgeDat","D",1
"1620",8.5,1.7,2,2003,"Summer","DredgeDat","D",1
"1621",9,1.7,1,2003,"Summer","DredgeDat","D",1
"1622",8,1.8,1,2003,"Summer","DredgeDat","D",1
"1623",8.5,1.8,1,2003,"Summer","DredgeDat","D",1
"1624",9,1.8,2,2003,"Summer","DredgeDat","D",1
"1625",8.5,1.9,2,2003,"Summer","DredgeDat","D",1
"1626",9,1.9,5,2003,"Summer","DredgeDat","D",1
"1627",15,10,1,2003,"Summer","DredgeDat","D",1
"1628",14.5,10.1,3,2003,"Summer","DredgeDat","D",1
"1629",14.5,10.2,2,2003,"Summer","DredgeDat","D",1
"1630",14.5,10.4,1,2003,"Summer","DredgeDat","D",1
"1631",15,10.4,1,2003,"Summer","DredgeDat","D",1
"1632",14.5,10.5,1,2003,"Summer","DredgeDat","D",1
"1633",14.5,10.6,1,2003,"Summer","DredgeDat","D",1
"1634",14.5,10.7,1,2003,"Summer","DredgeDat","D",1
"1635",15,10.7,2,2003,"Summer","DredgeDat","D",1
"1636",14.5,10.8,1,2003,"Summer","DredgeDat","D",1
"1637",14.5,10.9,1,2003,"Summer","DredgeDat","D",1
"1638",14.5,11,1,2003,"Summer","DredgeDat","D",1
"1639",15,11,1,2003,"Summer","DredgeDat","D",1
"1640",15,11.1,1,2003,"Summer","DredgeDat","D",1
"1641",14.5,11.2,1,2003,"Summer","DredgeDat","D",1
"1642",15,11.5,1,2003,"Summer","DredgeDat","D",1
"1643",14.5,11.6,1,2003,"Summer","DredgeDat","D",1
"1644",15,11.6,1,2003,"Summer","DredgeDat","D",1
"1645",15,11.7,1,2003,"Summer","DredgeDat","D",1
"1646",15.5,11.8,1,2003,"Summer","DredgeDat","D",1
"1647",15.5,12.8,1,2003,"Summer","DredgeDat","D",1
"1648",15.5,13,1,2003,"Summer","DredgeDat","D",1
"1649",16,13.8,1,2003,"Summer","DredgeDat","D",1
"1650",16.5,13.8,1,2003,"Summer","DredgeDat","D",1
"1651",8.5,2,1,2003,"Summer","DredgeDat","D",1
"1652",9,2,6,2003,"Summer","DredgeDat","D",1
"1653",9.5,2,2,2003,"Summer","DredgeDat","D",1
"1654",9,2.1,12,2003,"Summer","DredgeDat","D",1
"1655",9.5,2.1,2,2003,"Summer","DredgeDat","D",1
"1656",8.5,2.2,1,2003,"Summer","DredgeDat","D",1
"1657",9,2.2,8,2003,"Summer","DredgeDat","D",1
"1658",9.5,2.2,12,2003,"Summer","DredgeDat","D",1
"1659",9,2.3,6,2003,"Summer","DredgeDat","D",1
"1660",9.5,2.3,6,2003,"Summer","DredgeDat","D",1
"1661",9,2.4,3,2003,"Summer","DredgeDat","D",1
"1662",9.5,2.4,19,2003,"Summer","DredgeDat","D",1
"1663",10,2.4,3,2003,"Summer","DredgeDat","D",1
"1664",9,2.5,5,2003,"Summer","DredgeDat","D",1
"1665",9.5,2.5,20,2003,"Summer","DredgeDat","D",1
"1666",10,2.5,7,2003,"Summer","DredgeDat","D",1
"1667",9.5,2.6,23,2003,"Summer","DredgeDat","D",1
"1668",10,2.6,7,2003,"Summer","DredgeDat","D",1
"1669",9.5,2.7,28,2003,"Summer","DredgeDat","D",1
"1670",10,2.7,24,2003,"Summer","DredgeDat","D",1
"1671",9,2.8,1,2003,"Summer","DredgeDat","D",1
"1672",9.5,2.8,16,2003,"Summer","DredgeDat","D",1
"1673",10,2.8,38,2003,"Summer","DredgeDat","D",1
"1674",10.5,2.8,4,2003,"Summer","DredgeDat","D",1
"1675",9.5,2.9,15,2003,"Summer","DredgeDat","D",1
"1676",10,2.9,24,2003,"Summer","DredgeDat","D",1
"1677",9.5,3,4,2003,"Summer","DredgeDat","D",1
"1678",10,3,62,2003,"Summer","DredgeDat","D",1
"1679",10.5,3,23,2003,"Summer","DredgeDat","D",1
"1680",9.5,3.1,2,2003,"Summer","DredgeDat","D",1
"1681",10,3.1,73,2003,"Summer","DredgeDat","D",1
"1682",10.5,3.1,15,2003,"Summer","DredgeDat","D",1
"1683",10,3.2,14,2003,"Summer","DredgeDat","D",1
"1684",10.5,3.2,15,2003,"Summer","DredgeDat","D",1
"1685",11,3.2,3,2003,"Summer","DredgeDat","D",1
"1686",10,3.3,31,2003,"Summer","DredgeDat","D",1
"1687",10.5,3.3,49,2003,"Summer","DredgeDat","D",1
"1688",11,3.3,2,2003,"Summer","DredgeDat","D",1
"1689",9.5,3.4,2,2003,"Summer","DredgeDat","D",1
"1690",10,3.4,3,2003,"Summer","DredgeDat","D",1
"1691",10.5,3.4,42,2003,"Summer","DredgeDat","D",1
"1692",11,3.4,2,2003,"Summer","DredgeDat","D",1
"1693",10.5,3.5,60,2003,"Summer","DredgeDat","D",1
"1694",11,3.5,8,2003,"Summer","DredgeDat","D",1
"1695",10,3.6,3,2003,"Summer","DredgeDat","D",1
"1696",10.5,3.6,54,2003,"Summer","DredgeDat","D",1
"1697",11,3.6,27,2003,"Summer","DredgeDat","D",1
"1698",10.5,3.7,27,2003,"Summer","DredgeDat","D",1
"1699",11,3.7,19,2003,"Summer","DredgeDat","D",1
"1700",10.5,3.8,42,2003,"Summer","DredgeDat","D",1
"1701",11,3.8,34,2003,"Summer","DredgeDat","D",1
"1702",11.5,3.8,4,2003,"Summer","DredgeDat","D",1
"1703",10.5,3.9,23,2003,"Summer","DredgeDat","D",1
"1704",11,3.9,26,2003,"Summer","DredgeDat","D",1
"1705",11.5,3.9,4,2003,"Summer","DredgeDat","D",1
"1706",10.5,4,15,2003,"Summer","DredgeDat","D",1
"1707",11,4,13,2003,"Summer","DredgeDat","D",1
"1708",11.5,4,8,2003,"Summer","DredgeDat","D",1
"1709",10.5,4.1,15,2003,"Summer","DredgeDat","D",1
"1710",11,4.1,24,2003,"Summer","DredgeDat","D",1
"1711",11.5,4.1,13,2003,"Summer","DredgeDat","D",1
"1712",12,4.1,2,2003,"Summer","DredgeDat","D",1
"1713",10.5,4.2,4,2003,"Summer","DredgeDat","D",1
"1714",11,4.2,42,2003,"Summer","DredgeDat","D",1
"1715",11.5,4.2,15,2003,"Summer","DredgeDat","D",1
"1716",12.5,4.2,2,2003,"Summer","DredgeDat","D",1
"1717",10.5,4.3,4,2003,"Summer","DredgeDat","D",1
"1718",11,4.3,13,2003,"Summer","DredgeDat","D",1
"1719",11.5,4.3,8,2003,"Summer","DredgeDat","D",1
"1720",12,4.3,2,2003,"Summer","DredgeDat","D",1
"1721",11,4.4,18,2003,"Summer","DredgeDat","D",1
"1722",11.5,4.4,27,2003,"Summer","DredgeDat","D",1
"1723",12,4.4,2,2003,"Summer","DredgeDat","D",1
"1724",11,4.5,5,2003,"Summer","DredgeDat","D",1
"1725",11.5,4.5,11,2003,"Summer","DredgeDat","D",1
"1726",12,4.5,2,2003,"Summer","DredgeDat","D",1
"1727",11,4.6,8,2003,"Summer","DredgeDat","D",1
"1728",11.5,4.6,28,2003,"Summer","DredgeDat","D",1
"1729",12,4.6,2,2003,"Summer","DredgeDat","D",1
"1730",11,4.7,11,2003,"Summer","DredgeDat","D",1
"1731",11.5,4.7,23,2003,"Summer","DredgeDat","D",1
"1732",12,4.7,3,2003,"Summer","DredgeDat","D",1
"1733",11.5,4.8,12,2003,"Summer","DredgeDat","D",1
"1734",12,4.8,3,2003,"Summer","DredgeDat","D",1
"1735",11,4.9,3,2003,"Summer","DredgeDat","D",1
"1736",11.5,4.9,12,2003,"Summer","DredgeDat","D",1
"1737",12,4.9,7,2003,"Summer","DredgeDat","D",1
"1738",12.5,4.9,2,2003,"Summer","DredgeDat","D",1
"1739",11,5,3,2003,"Summer","DredgeDat","D",1
"1740",11.5,5,4,2003,"Summer","DredgeDat","D",1
"1741",12,5,7,2003,"Summer","DredgeDat","D",1
"1742",11,5.1,3,2003,"Summer","DredgeDat","D",1
"1743",11.5,5.1,2,2003,"Summer","DredgeDat","D",1
"1744",12,5.1,8,2003,"Summer","DredgeDat","D",1
"1745",11.5,5.2,13,2003,"Summer","DredgeDat","D",1
"1746",12,5.2,7,2003,"Summer","DredgeDat","D",1
"1747",12.5,5.2,4,2003,"Summer","DredgeDat","D",1
"1748",11,5.3,2,2003,"Summer","DredgeDat","D",1
"1749",11.5,5.3,4,2003,"Summer","DredgeDat","D",1
"1750",12,5.3,12,2003,"Summer","DredgeDat","D",1
"1751",12.5,5.3,4,2003,"Summer","DredgeDat","D",1
"1752",11.5,5.4,9,2003,"Summer","DredgeDat","D",1
"1753",12,5.4,12,2003,"Summer","DredgeDat","D",1
"1754",12.5,5.4,2,2003,"Summer","DredgeDat","D",1
"1755",11.5,5.5,4,2003,"Summer","DredgeDat","D",1
"1756",12,5.5,20,2003,"Summer","DredgeDat","D",1
"1757",12.5,5.5,2,2003,"Summer","DredgeDat","D",1
"1758",11.5,5.6,4,2003,"Summer","DredgeDat","D",1
"1759",12,5.6,2,2003,"Summer","DredgeDat","D",1
"1760",11.5,5.7,6,2003,"Summer","DredgeDat","D",1
"1761",12,5.7,7,2003,"Summer","DredgeDat","D",1
"1762",12.5,5.7,2,2003,"Summer","DredgeDat","D",1
"1763",12,5.8,3,2003,"Summer","DredgeDat","D",1
"1764",12.5,5.8,2,2003,"Summer","DredgeDat","D",1
"1765",12,5.9,5,2003,"Summer","DredgeDat","D",1
"1766",12.5,5.9,4,2003,"Summer","DredgeDat","D",1
"1767",13,5.9,2,2003,"Summer","DredgeDat","D",1
"1768",12,6,2,2003,"Summer","DredgeDat","D",1
"1769",12.5,6,11,2003,"Summer","DredgeDat","D",1
"1770",12,6.1,5,2003,"Summer","DredgeDat","D",1
"1771",12.5,6.1,6,2003,"Summer","DredgeDat","D",1
"1772",13,6.1,2,2003,"Summer","DredgeDat","D",1
"1773",12,6.2,2,2003,"Summer","DredgeDat","D",1
"1774",12.5,6.2,2,2003,"Summer","DredgeDat","D",1
"1775",13,6.2,5,2003,"Summer","DredgeDat","D",1
"1776",12,6.3,3,2003,"Summer","DredgeDat","D",1
"1777",12.5,6.3,7,2003,"Summer","DredgeDat","D",1
"1778",13,6.3,2,2003,"Summer","DredgeDat","D",1
"1779",12,6.4,2,2003,"Summer","DredgeDat","D",1
"1780",12.5,6.4,4,2003,"Summer","DredgeDat","D",1
"1781",13,6.4,4,2003,"Summer","DredgeDat","D",1
"1782",12,6.5,2,2003,"Summer","DredgeDat","D",1
"1783",12.5,6.5,9,2003,"Summer","DredgeDat","D",1
"1784",12.5,6.6,9,2003,"Summer","DredgeDat","D",1
"1785",13,6.6,5,2003,"Summer","DredgeDat","D",1
"1786",12.5,6.7,4,2003,"Summer","DredgeDat","D",1
"1787",13,6.7,2,2003,"Summer","DredgeDat","D",1
"1788",12,6.8,2,2003,"Summer","DredgeDat","D",1
"1789",12.5,6.8,4,2003,"Summer","DredgeDat","D",1
"1790",13,6.8,5,2003,"Summer","DredgeDat","D",1
"1791",12.5,6.9,4,2003,"Summer","DredgeDat","D",1
"1792",13,6.9,2,2003,"Summer","DredgeDat","D",1
"1793",13.5,6.9,2,2003,"Summer","DredgeDat","D",1
"1794",12,7,2,2003,"Summer","DredgeDat","D",1
"1795",12.5,7,5,2003,"Summer","DredgeDat","D",1
"1796",13,7,5,2003,"Summer","DredgeDat","D",1
"1797",12.5,7.1,5,2003,"Summer","DredgeDat","D",1
"1798",13,7.1,4,2003,"Summer","DredgeDat","D",1
"1799",13.5,7.1,2,2003,"Summer","DredgeDat","D",1
"1800",12,7.2,2,2003,"Summer","DredgeDat","D",1
"1801",12.5,7.2,13,2003,"Summer","DredgeDat","D",1
"1802",13,7.2,11,2003,"Summer","DredgeDat","D",1
"1803",13.5,7.2,2,2003,"Summer","DredgeDat","D",1
"1804",12.5,7.3,2,2003,"Summer","DredgeDat","D",1
"1805",13,7.3,4,2003,"Summer","DredgeDat","D",1
"1806",13.5,7.3,2,2003,"Summer","DredgeDat","D",1
"1807",13,7.4,9,2003,"Summer","DredgeDat","D",1
"1808",13,7.5,4,2003,"Summer","DredgeDat","D",1
"1809",13.5,7.5,2,2003,"Summer","DredgeDat","D",1
"1810",12.5,7.6,5,2003,"Summer","DredgeDat","D",1
"1811",13,7.6,2,2003,"Summer","DredgeDat","D",1
"1812",13,7.7,2,2003,"Summer","DredgeDat","D",1
"1813",13.5,7.7,3,2003,"Summer","DredgeDat","D",1
"1814",13,7.8,9,2003,"Summer","DredgeDat","D",1
"1815",13,7.9,2,2003,"Summer","DredgeDat","D",1
"1816",13.5,7.9,3,2003,"Summer","DredgeDat","D",1
"1817",13,8,4,2003,"Summer","DredgeDat","D",1
"1818",14,8,1,2003,"Summer","DredgeDat","D",1
"1819",13.5,8.1,3,2003,"Summer","DredgeDat","D",1
"1820",13,8.2,4,2003,"Summer","DredgeDat","D",1
"1821",13.5,8.2,5,2003,"Summer","DredgeDat","D",1
"1822",13,8.3,2,2003,"Summer","DredgeDat","D",1
"1823",14,8.3,1,2003,"Summer","DredgeDat","D",1
"1824",13,8.4,5,2003,"Summer","DredgeDat","D",1
"1825",13.5,8.4,2,2003,"Summer","DredgeDat","D",1
"1826",14,8.4,1,2003,"Summer","DredgeDat","D",1
"1827",13.5,8.5,10,2003,"Summer","DredgeDat","D",1
"1828",14,8.5,3,2003,"Summer","DredgeDat","D",1
"1829",13,8.6,2,2003,"Summer","DredgeDat","D",1
"1830",13.5,8.6,10,2003,"Summer","DredgeDat","D",1
"1831",14,8.6,3,2003,"Summer","DredgeDat","D",1
"1832",13.5,8.7,5,2003,"Summer","DredgeDat","D",1
"1833",14,8.7,2,2003,"Summer","DredgeDat","D",1
"1834",13.5,8.8,5,2003,"Summer","DredgeDat","D",1
"1835",14,8.8,1,2003,"Summer","DredgeDat","D",1
"1836",13.5,8.9,2,2003,"Summer","DredgeDat","D",1
"1837",14,8.9,3,2003,"Summer","DredgeDat","D",1
"1838",13.5,9,8,2003,"Summer","DredgeDat","D",1
"1839",14,9,3,2003,"Summer","DredgeDat","D",1
"1840",14.5,9,1,2003,"Summer","DredgeDat","D",1
"1841",13.5,9.1,3,2003,"Summer","DredgeDat","D",1
"1842",14,9.2,1,2003,"Summer","DredgeDat","D",1
"1843",13.5,9.3,2,2003,"Summer","DredgeDat","D",1
"1844",14,9.3,2,2003,"Summer","DredgeDat","D",1
"1845",14.5,9.3,1,2003,"Summer","DredgeDat","D",1
"1846",13.5,9.4,2,2003,"Summer","DredgeDat","D",1
"1847",14,9.4,6,2003,"Summer","DredgeDat","D",1
"1848",14,9.5,3,2003,"Summer","DredgeDat","D",1
"1849",14.5,9.6,1,2003,"Summer","DredgeDat","D",1
"1850",13.5,9.7,2,2003,"Summer","DredgeDat","D",1
"1851",14,9.7,2,2003,"Summer","DredgeDat","D",1
"1852",14,9.8,2,2003,"Summer","DredgeDat","D",1
"1853",14,9.9,1,2003,"Summer","DredgeDat","D",1
"1854",9,0.8,1,2001,"Autumn","DredgeDat","D",1
"1855",7.5,1.1,1,2001,"Autumn","DredgeDat","D",1
"1856",7.5,1.2,2,2001,"Autumn","DredgeDat","D",1
"1857",8,1.2,2,2001,"Autumn","DredgeDat","D",1
"1858",8,1.3,2,2001,"Autumn","DredgeDat","D",1
"1859",8.5,1.3,1,2001,"Autumn","DredgeDat","D",1
"1860",8,1.4,3,2001,"Autumn","DredgeDat","D",1
"1861",9,1.4,1,2001,"Autumn","DredgeDat","D",1
"1862",8.5,1.5,3,2001,"Autumn","DredgeDat","D",1
"1863",9,1.5,1,2001,"Autumn","DredgeDat","D",1
"1864",9.5,1.5,2,2001,"Autumn","DredgeDat","D",1
"1865",8.5,1.6,3,2001,"Autumn","DredgeDat","D",1
"1866",9,1.6,2,2001,"Autumn","DredgeDat","D",1
"1867",8.5,1.7,1,2001,"Autumn","DredgeDat","D",1
"1868",9,1.7,3,2001,"Autumn","DredgeDat","D",1
"1869",9.5,1.7,7,2001,"Autumn","DredgeDat","D",1
"1870",8.5,1.8,3,2001,"Autumn","DredgeDat","D",1
"1871",9,1.8,4,2001,"Autumn","DredgeDat","D",1
"1872",9.5,1.8,2,2001,"Autumn","DredgeDat","D",1
"1873",8.5,1.9,1,2001,"Autumn","DredgeDat","D",1
"1874",9,1.9,8,2001,"Autumn","DredgeDat","D",1
"1875",9.5,1.9,2,2001,"Autumn","DredgeDat","D",1
"1876",9,2,4,2001,"Autumn","DredgeDat","D",1
"1877",9.5,2,19,2001,"Autumn","DredgeDat","D",1
"1878",10,2,5,2001,"Autumn","DredgeDat","D",1
"1879",9,2.1,4,2001,"Autumn","DredgeDat","D",1
"1880",9.5,2.1,16,2001,"Autumn","DredgeDat","D",1
"1881",10,2.1,9,2001,"Autumn","DredgeDat","D",1
"1882",9,2.2,2,2001,"Autumn","DredgeDat","D",1
"1883",9.5,2.2,42,2001,"Autumn","DredgeDat","D",1
"1884",10,2.2,24,2001,"Autumn","DredgeDat","D",1
"1885",9,2.3,1,2001,"Autumn","DredgeDat","D",1
"1886",9.5,2.3,23,2001,"Autumn","DredgeDat","D",1
"1887",10,2.3,52,2001,"Autumn","DredgeDat","D",1
"1888",10.5,2.3,6,2001,"Autumn","DredgeDat","D",1
"1889",9.5,2.4,10,2001,"Autumn","DredgeDat","D",1
"1890",10,2.4,37,2001,"Autumn","DredgeDat","D",1
"1891",10.5,2.4,6,2001,"Autumn","DredgeDat","D",1
"1892",9,2.5,1,2001,"Autumn","DredgeDat","D",1
"1893",9.5,2.5,9,2001,"Autumn","DredgeDat","D",1
"1894",10,2.5,47,2001,"Autumn","DredgeDat","D",1
"1895",10.5,2.5,18,2001,"Autumn","DredgeDat","D",1
"1896",9.5,2.6,5,2001,"Autumn","DredgeDat","D",1
"1897",10,2.6,37,2001,"Autumn","DredgeDat","D",1
"1898",10.5,2.6,6,2001,"Autumn","DredgeDat","D",1
"1899",9.5,2.7,2,2001,"Autumn","DredgeDat","D",1
"1900",10,2.7,33,2001,"Autumn","DredgeDat","D",1
"1901",10.5,2.7,73,2001,"Autumn","DredgeDat","D",1
"1902",10,2.8,23,2001,"Autumn","DredgeDat","D",1
"1903",10.5,2.8,80,2001,"Autumn","DredgeDat","D",1
"1904",10,2.9,5,2001,"Autumn","DredgeDat","D",1
"1905",10.5,2.9,25,2001,"Autumn","DredgeDat","D",1
"1906",10,3,5,2001,"Autumn","DredgeDat","D",1
"1907",10.5,3,63,2001,"Autumn","DredgeDat","D",1
"1908",11,3,17,2001,"Autumn","DredgeDat","D",1
"1909",11.5,3,7,2001,"Autumn","DredgeDat","D",1
"1910",10.5,3.1,37,2001,"Autumn","DredgeDat","D",1
"1911",11,3.1,39,2001,"Autumn","DredgeDat","D",1
"1912",10,3.2,5,2001,"Autumn","DredgeDat","D",1
"1913",10.5,3.2,31,2001,"Autumn","DredgeDat","D",1
"1914",11,3.2,33,2001,"Autumn","DredgeDat","D",1
"1915",10,3.3,5,2001,"Autumn","DredgeDat","D",1
"1916",10.5,3.3,25,2001,"Autumn","DredgeDat","D",1
"1917",11,3.3,34,2001,"Autumn","DredgeDat","D",1
"1918",10.5,3.4,6,2001,"Autumn","DredgeDat","D",1
"1919",11,3.4,91,2001,"Autumn","DredgeDat","D",1
"1920",11.5,3.4,20,2001,"Autumn","DredgeDat","D",1
"1921",11,3.5,11,2001,"Autumn","DredgeDat","D",1
"1922",11.5,3.5,7,2001,"Autumn","DredgeDat","D",1
"1923",10.5,3.6,6,2001,"Autumn","DredgeDat","D",1
"1924",11,3.6,6,2001,"Autumn","DredgeDat","D",1
"1925",11,3.7,18,2001,"Autumn","DredgeDat","D",1
"1926",11.5,3.7,39,2001,"Autumn","DredgeDat","D",1
"1927",11,3.8,17,2001,"Autumn","DredgeDat","D",1
"1928",11.5,3.8,20,2001,"Autumn","DredgeDat","D",1
"1929",11.5,3.9,26,2001,"Autumn","DredgeDat","D",1
"1930",11,4,6,2001,"Autumn","DredgeDat","D",1
"1931",11.5,4,19,2001,"Autumn","DredgeDat","D",1
"1932",12,4,5,2001,"Autumn","DredgeDat","D",1
"1933",11,4.1,17,2001,"Autumn","DredgeDat","D",1
"1934",11.5,4.1,7,2001,"Autumn","DredgeDat","D",1
"1935",12,4.1,15,2001,"Autumn","DredgeDat","D",1
"1936",11.5,4.2,33,2001,"Autumn","DredgeDat","D",1
"1937",12,4.2,5,2001,"Autumn","DredgeDat","D",1
"1938",11.5,4.3,7,2001,"Autumn","DredgeDat","D",1
"1939",11.5,4.4,33,2001,"Autumn","DredgeDat","D",1
"1940",12,4.4,26,2001,"Autumn","DredgeDat","D",1
"1941",11.5,4.5,13,2001,"Autumn","DredgeDat","D",1
"1942",12,4.5,31,2001,"Autumn","DredgeDat","D",1
"1943",12.5,4.5,4,2001,"Autumn","DredgeDat","D",1
"1944",11.5,4.6,7,2001,"Autumn","DredgeDat","D",1
"1945",12,4.6,10,2001,"Autumn","DredgeDat","D",1
"1946",12,4.7,5,2001,"Autumn","DredgeDat","D",1
"1947",12.5,4.7,8,2001,"Autumn","DredgeDat","D",1
"1948",12,4.8,5,2001,"Autumn","DredgeDat","D",1
"1949",12.5,4.8,8,2001,"Autumn","DredgeDat","D",1
"1950",12,5,10,2001,"Autumn","DredgeDat","D",1
"1951",12.5,5,4,2001,"Autumn","DredgeDat","D",1
"1952",12.5,5.2,4,2001,"Autumn","DredgeDat","D",1
"1953",12.5,5.3,8,2001,"Autumn","DredgeDat","D",1
"1954",13,5.3,3,2001,"Autumn","DredgeDat","D",1
"1955",12.5,5.4,12,2001,"Autumn","DredgeDat","D",1
"1956",12,5.6,5,2001,"Autumn","DredgeDat","D",1
"1957",12.5,5.7,4,2001,"Autumn","DredgeDat","D",1
"1958",13,5.7,5,2001,"Autumn","DredgeDat","D",1
"1959",13,5.8,11,2001,"Autumn","DredgeDat","D",1
"1960",12.5,5.9,4,2001,"Autumn","DredgeDat","D",1
"1961",13,5.9,3,2001,"Autumn","DredgeDat","D",1
"1962",12,6,5,2001,"Autumn","DredgeDat","D",1
"1963",13.5,6,2,2001,"Autumn","DredgeDat","D",1
"1964",12.5,6.1,4,2001,"Autumn","DredgeDat","D",1
"1965",13.5,6.1,2,2001,"Autumn","DredgeDat","D",1
"1966",12.5,6.3,4,2001,"Autumn","DredgeDat","D",1
"1967",12.5,6.4,4,2001,"Autumn","DredgeDat","D",1
"1968",13,6.7,3,2001,"Autumn","DredgeDat","D",1
"1969",13.5,7,2,2001,"Autumn","DredgeDat","D",1
"1970",14,7.3,1,2001,"Autumn","DredgeDat","D",1
"1971",13.5,7.4,2,2001,"Autumn","DredgeDat","D",1
"1972",14,7.7,1,2001,"Autumn","DredgeDat","D",1
"1973",14.5,8.5,1,2001,"Autumn","DredgeDat","D",1
"1974",14,8.6,1,2001,"Autumn","DredgeDat","D",1
"1975",8,1.1,2,2002,"Autumn","DredgeDat","D",1
"1976",8.5,1.5,3,2002,"Autumn","DredgeDat","D",1
"1977",9,1.5,1,2002,"Autumn","DredgeDat","D",1
"1978",9,1.7,2,2002,"Autumn","DredgeDat","D",1
"1979",9.5,1.8,1,2002,"Autumn","DredgeDat","D",1
"1980",9,1.9,2,2002,"Autumn","DredgeDat","D",1
"1981",9.5,1.9,2,2002,"Autumn","DredgeDat","D",1
"1982",10,1.9,1,2002,"Autumn","DredgeDat","D",1
"1983",9,2,1,2002,"Autumn","DredgeDat","D",1
"1984",9.5,2,1,2002,"Autumn","DredgeDat","D",1
"1985",9.5,2.1,5,2002,"Autumn","DredgeDat","D",1
"1986",10,2.1,9,2002,"Autumn","DredgeDat","D",1
"1987",9,2.2,1,2002,"Autumn","DredgeDat","D",1
"1988",9.5,2.2,7,2002,"Autumn","DredgeDat","D",1
"1989",10,2.2,5,2002,"Autumn","DredgeDat","D",1
"1990",9.5,2.3,6,2002,"Autumn","DredgeDat","D",1
"1991",10,2.3,21,2002,"Autumn","DredgeDat","D",1
"1992",9.5,2.4,5,2002,"Autumn","DredgeDat","D",1
"1993",10,2.4,15,2002,"Autumn","DredgeDat","D",1
"1994",9.5,2.5,3,2002,"Autumn","DredgeDat","D",1
"1995",10,2.5,28,2002,"Autumn","DredgeDat","D",1
"1996",10.5,2.5,3,2002,"Autumn","DredgeDat","D",1
"1997",9.5,2.6,1,2002,"Autumn","DredgeDat","D",1
"1998",10,2.6,24,2002,"Autumn","DredgeDat","D",1
"1999",10.5,2.6,2,2002,"Autumn","DredgeDat","D",1
"2000",11,2.6,3,2002,"Autumn","DredgeDat","D",1
"2001",10,2.7,18,2002,"Autumn","DredgeDat","D",1
"2002",10.5,2.7,22,2002,"Autumn","DredgeDat","D",1
"2003",11,2.7,2,2002,"Autumn","DredgeDat","D",1
"2004",10,2.8,1,2002,"Autumn","DredgeDat","D",1
"2005",10.5,2.8,48,2002,"Autumn","DredgeDat","D",1
"2006",11,2.8,5,2002,"Autumn","DredgeDat","D",1
"2007",10,2.9,1,2002,"Autumn","DredgeDat","D",1
"2008",10.5,2.9,15,2002,"Autumn","DredgeDat","D",1
"2009",11,2.9,5,2002,"Autumn","DredgeDat","D",1
"2010",10.5,3,45,2002,"Autumn","DredgeDat","D",1
"2011",11,3,12,2002,"Autumn","DredgeDat","D",1
"2012",9.5,3.1,2,2002,"Autumn","DredgeDat","D",1
"2013",10.5,3.1,33,2002,"Autumn","DredgeDat","D",1
"2014",11,3.1,26,2002,"Autumn","DredgeDat","D",1
"2015",10.5,3.2,8,2002,"Autumn","DredgeDat","D",1
"2016",11,3.2,28,2002,"Autumn","DredgeDat","D",1
"2017",10.5,3.3,3,2002,"Autumn","DredgeDat","D",1
"2018",11,3.3,30,2002,"Autumn","DredgeDat","D",1
"2019",11.5,3.3,3,2002,"Autumn","DredgeDat","D",1
"2020",10.5,3.4,7,2002,"Autumn","DredgeDat","D",1
"2021",11,3.4,20,2002,"Autumn","DredgeDat","D",1
"2022",11.5,3.4,9,2002,"Autumn","DredgeDat","D",1
"2023",10.5,3.5,3,2002,"Autumn","DredgeDat","D",1
"2024",11,3.5,15,2002,"Autumn","DredgeDat","D",1
"2025",11,3.6,15,2002,"Autumn","DredgeDat","D",1
"2026",11.5,3.6,6,2002,"Autumn","DredgeDat","D",1
"2027",12,3.6,4,2002,"Autumn","DredgeDat","D",1
"2028",11,3.7,7,2002,"Autumn","DredgeDat","D",1
"2029",11.5,3.7,15,2002,"Autumn","DredgeDat","D",1
"2030",11,3.8,8,2002,"Autumn","DredgeDat","D",1
"2031",11.5,3.8,15,2002,"Autumn","DredgeDat","D",1
"2032",11.5,3.9,15,2002,"Autumn","DredgeDat","D",1
"2033",11,4,3,2002,"Autumn","DredgeDat","D",1
"2034",11.5,4,16,2002,"Autumn","DredgeDat","D",1
"2035",11,4.1,3,2002,"Autumn","DredgeDat","D",1
"2036",11.5,4.1,9,2002,"Autumn","DredgeDat","D",1
"2037",11.5,4.2,6,2002,"Autumn","DredgeDat","D",1
"2038",11.5,4.3,6,2002,"Autumn","DredgeDat","D",1
"2039",12,4.3,16,2002,"Autumn","DredgeDat","D",1
"2040",11.5,4.4,9,2002,"Autumn","DredgeDat","D",1
"2041",12,4.4,17,2002,"Autumn","DredgeDat","D",1
"2042",11.5,4.5,9,2002,"Autumn","DredgeDat","D",1
